C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_080.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_080.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_080.jpg,0,0,0,6.090123E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_150.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_150.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_150.jpg,0,0,0,9.243271E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_226.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_226.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_226.jpg,0,0,0,5.994624E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_303.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_303.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_303.jpg,0,0,0,1.765595E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_378.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_378.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_378.jpg,0,0,0,3.310643E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_447.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_447.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_447.jpg,0,0,0,2.617414E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_522.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_522.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_522.jpg,0,0,0,3.079342E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_591.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_591.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_591.jpg,0,0,0,2.517058E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_660.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_660.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_660.jpg,0,0,0,3.739337E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_726.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_726.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_726.jpg,0,0,0,4.237745E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_799.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_799.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_799.jpg,0,0,0,4.848522E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_868.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_868.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_868.jpg,0,0,0,5.203523E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_02_941.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_02_941.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_02_941.jpg,0,0,0,3.047682E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_03_008.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_03_008.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_03_008.jpg,0,0,0,5.898853E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_03_080.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_03_080.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_03_080.jpg,0,0,0,2.545177E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_03_156.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_03_156.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_03_156.jpg,0,0,0,3.627375E-07
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_03_225.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_03_225.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_03_225.jpg,0,0,0,4.496163E-06
C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\center_2017_03_15_23_44_03_297.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\left_2017_03_15_23_44_03_297.jpg,C:\Users\naama\OneDrive\Documents\SumilatorCloneBehavioral\IMG\right_2017_03_15_23_44_03_297.jpg,0,0,0,2.93604E-06
